title,view_count,like_count,channel_name,published
[#톡쏘능] 중요한 시기에 책이나 읽으라니💢일타강사 조정식의 조언을 받아들일 수 없는 영어선생님 엄마! | [Re: open] 성적을 부탁해 티처스 18회,321781,2270,채널에이드: 채널A Drama & Enjoy,2024-07-24T09:00:23Z
🔴 [#티처스] 정승제x조정식 선생님과 공부할 사람!🙋🏻‍ 공부와 성적이 고민인 중고등학생들을 위한 성적을 부탁해 티처스📖,1271130,12506,play 채널A,2023-11-05T11:00:09Z
[#밥친구] 부상으로 야구 그만두고 공부 시작한 도전학생😥 정식T가 극대노한 이유는? | [Re: open] 성적을 부탁해 티처스 17회,235340,1558,채널A WORLD,2024-07-21T13:00:18Z
뒤늦은 공부와 ADHD의 아픔을 이겨내고 공부 도전하는 고1 학생! | [Re: open] 성적을 부탁해 티처스 19회,226802,1515,play 채널A,2024-07-28T12:37:25Z
[#톡쏘능] 미국 명문대 출신 엄마와 일타 강사 조정식의 숨 막히는 기싸움💥 | #티처스 13회,3122110,23232,채널에이드: 채널A Drama & Enjoy,2024-01-31T09:00:19Z
[#티처스] 할아버지 병원 물려받기 위해 억지로 하는 의대 준비... 현실은 수학 40점? | 성적을 부탁해 티처스 21 회,150822,790,채널아하: 채널A Health & Asset,2024-08-12T12:33:22Z
[#방과후보충수업 미방분] 문법 문제를 즐긴다?! 공부하면서 스트레스 받을 때 영어 문법 푸는 학생을 위한 조정식쌤의 걱정 어린 충고! | 성적을 부탁해 티처스 21 회,119722,530,play 채널A,2024-08-11T12:38:58Z
"정승제쌤, 근의 공식 아세요? #티처스 #퀴즈쇼 #썸머티처스쿨",372293,10852,play 채널A,2024-06-18T10:00:23Z
매물조차 없는 서울 핵심 학군지?! 천재 소녀의 학군지 입성을 둔 열띤 토론♨  | 성적을 부탁해 티처스 20 회,211907,979,play 채널A,2024-08-04T13:13:30Z
무엇이든~ 물어보지~ 마세요;; 당황과 황당만 남은 무물ㅣ 디져스 EP.03 [티처스],591287,11458,play 채널A,2024-08-24T08:00:10Z
"[#톡쏘능] ""성적 분석 안 하겠습니다"" 사상 초유 정식T의 솔루션 거부 사태! 정시 핑계로 공부 손 놓은 예비 고3;; | #티처스 11회",2387443,15225,채널에이드: 채널A Drama & Enjoy,2024-01-16T09:00:19Z
전교생 4명인 시골 학교에 입시는 잘 모르는 부모님! 시골 전교 1등 도전학생에 승제T가 날린 일침 | 성적을 부탁해 티처스 22 회,104693,476,play 채널A,2024-08-18T12:36:12Z
[#티처스] ＂대0동 살면 더 잘 했을 거야＂ 불만 가득한 시골 전교 1등♨의 태도에 정식T은 폭발했다!? | 성적을 부탁해 티처스 22 회,396057,1970,채널아하: 채널A Health & Asset,2024-08-19T11:24:33Z
[선공개] 한 과목도 3등급 안에 든 과목이 없다?! 미미미누의 추측은 맞을까? | [Re: open] 성적을 부탁해 티처스 16회,274827,2538,play 채널A,2024-07-06T10:57:28Z
[#밥친구] 도전학생의 공부법을 본 승제T의 일침💥 성적이 추락한 진짜 이유는? #정승제 | #티처스 8 회,1130640,7170,채널A WORLD,2023-12-27T13:00:20Z
"수험생 커뮤니티 직접 등판한 티쳐스 정승제 조정식, ""커뮤하는 너네 다 디져스"" ㅣ 디져스 EP.01",947364,15349,play 채널A,2024-07-27T08:00:21Z
[티저] 멘토 압박 면접에서 할 말 다하는 미미미누에 빡친(?) 정승제X조정식X전현무 | 성적을 부탁해 티처스 15 회,2232465,25950,play 채널A,2024-06-19T10:27:09Z
"[#밥친구] 역대급 노베이스 재수생의 등장 😮 50일 안에 수학 8등급에서 5등급, 가능할까?! | [Re: open] 성적을 부탁해 티처스 16회",1353666,11888,채널A WORLD,2024-07-14T13:00:40Z
영어 수준 바닥! 단어를 외워도 해석 못 하는 진짜 이유는? | 성적을 부탁해 티처스 10 회,218324,1753,play 채널A,2024-01-08T11:26:59Z
[#밥친구] 연습생 생활로 공부는 놓고 산 중3의 고민💦 인강계의 두 레전드는 도전학생의 성적을 올릴 수 있을까?   | #티처스 1 회,1127224,6890,채널A WORLD,2023-11-11T13:00:39Z
[#밥친구] 동생은 항상 오빠의 꼬리표? 온 가족 집중! 오빠 vs 동생 성적 비교 | #티처스 12 회,3317586,23798,채널A WORLD,2024-01-24T13:00:04Z
[#티처스] 의대 가려면 지금처럼 공부하면 안 된다! 도전학생을 위한 티처스의 ★맞춤형 의대 입시 전략★ | 성적을 부탁해 티처스 23 회,263788,1385,채널아하: 채널A Health & Asset,2024-08-26T11:51:51Z
[#티처스] 극상위권 중3 딸의 과학고 도전을 반대하는 엄마! 과학고 테스트 결과는? | 성적을 부탁해 티처스 18 회,343540,1589,채널아하: 채널A Health & Asset,2024-07-22T11:41:15Z
[#티처스] 고3 수학 박살내는 상위 0.01% 천재 중학생의 고민! ＂최상위권들이랑 경쟁하고 싶어요＂  | 성적을 부탁해 티처스 20 회,626022,3333,채널아하: 채널A Health & Asset,2024-08-05T11:25:34Z
승제T도 울고💦 정식T도 울고💦 학생도 우는 영상💦 | #티처스,495674,4034,play 채널A,2024-03-02T09:00:03Z
[#톡쏘능] 이제는 심리 치료까지 하는 조정식!? 프로 바둑 기사를 꿈꿨던 엄마 껌딱지 ADHD 학생의 놀라운 변화! | [Re: open] 성적을 부탁해 티처스 19회,588348,4693,채널에이드: 채널A Drama & Enjoy,2024-07-31T09:00:46Z
[#톡쏘능] 완벽한 딸을 망치는 건 엄마?💥😲 간섭왕 엄마를 향한 조정식T의 일침🚨 | [Re: open] 성적을 부탁해 티처스 15회,270729,1651,채널에이드: 채널A Drama & Enjoy,2024-07-03T09:01:00Z
댓글 부검하러 왔다가 산 채로 부검 당할 뻔한 미미미누;; ㅣ 디져스 EP.02 [티처스],946357,15083,play 채널A,2024-08-10T08:00:09Z
[#밥친구] 혼공러 주목🚨 티처스가 알려주는 슬기로운 자퇴생활 솔루션! 우등생 딸이 자퇴한 이유는? #자퇴 | #티처스 5 회,1132321,7340,채널A WORLD,2023-12-06T13:00:17Z
[#티처스요약본] 정승제가 수학 선행을 부추긴다? 정승제가 인정하는 서울대 지망생 등장! | 티처스 13회,789158,3794,play 채널A,2024-06-09T08:00:24Z
[#밥친구] 아빠가 의대를 고집하는 진짜 이유👀? 내신 1.4 상위권 아들의 속마음💥 #공부법 | #티처스 7 회,2898792,20863,채널A WORLD,2023-12-20T13:00:01Z
댓글 부검하러 왔다가 산 채로 부검 당할 뻔한 미미미누;; ㅣ 디져스 EP.02 [티처스],946357,15083,play 채널A,2024-08-10T08:00:09Z
우주 상향 질렀던 도전학생! 입시생이라면 꼭 알아야 할 성적 거리감 | [Re: open] 성적을 부탁해 티처스 16회,84284,480,play 채널A,2024-07-08T11:18:20Z
[#톡쏘능] ※예비 고1 주목※ 중학교 내신은 100점 모의고사는 5등급? 고입 앞둔 쌍둥이를 위한 티처스의 겨울방학 플랜★ | #티처스 14회,1297159,7637,채널에이드: 채널A Drama & Enjoy,2024-02-07T09:00:27Z
[#방과후보충수업] 이걸 다 맞았다고👀? MC들도 피해 갈 수 없는 📝실력 검정 고사📝의 놀라운 결과! | 성적을 부탁해 티처스 2 회,676363,3196,play 채널A,2023-11-10T11:08:57Z
전교생이 4명인 유토피아?! 경쟁자가 없어 불안한 도전학생! | 성적을 부탁해 티처스 22 회,40425,146,play 채널A,2024-08-19T11:30:36Z
[선공개] 국⋅영⋅수가 다 모인 티처스★ 국어 16년 차 명지희T의 등장! | [Re: open] 성적을 부탁해 티처스 19회 | 성적을 부탁해 티처스 19 회,154583,1013,play 채널A,2024-07-27T10:58:02Z
대치동 아이들의 한 달 학원비 대.공.개!  대치맘 토크를 본 조정식의 일침♨ | 성적을 부탁해 티처스 1 회,592422,2050,play 채널A,2023-11-06T11:08:38Z
[#밥친구] 아빠 대폭발💥 한숨만 쌓이는 도전학생의 성적! 그런데 계속 게임에 열중? | #티처스 11 회,711244,4068,채널A WORLD,2024-01-17T13:00:34Z
아빠와 1:1 과외 수업! 남다른 클래스의 도전학생의 공부 | 성적을 부탁해 티처스 13 회,538564,1317,play 채널A,2024-01-29T11:32:52Z
메디컬을 꿈꾸는 극상위권의 생기부 관리 비법! 입시 전략을 두고 엇갈리는 티처스♨  | 성적을 부탁해 티처스 23 회,128844,729,play 채널A,2024-08-25T12:35:33Z
＂턱 괴지 말고! 다리 꼬지 말고!＂ 군인 아빠의 군대식 교육법에 진절머리 나는 중3 딸 | 성적을 부탁해 티처스 24 회,65776,263,play 채널A,2024-08-25T13:28:33Z
"조정식쌤, be 동사 아세요? #티처스 #퀴즈쇼 #썸머티처스쿨",1629366,45476,play 채널A,2024-06-18T10:00:24Z
[#톡쏘능] 오답노트는 다꾸가 아닙니다🚨 민사고 지망했던 학생이 성적 몰락한 이유는?🔥 | #티처스 8회,721610,5003,채널에이드: 채널A Drama & Enjoy,2023-12-26T09:00:19Z
[#밥친구] 수학 빼고 올A💯 답답함에 엄마를 밀어붙이는 예비 고1 우등생 딸! 나한테 칭찬 좀 하지마🔥 #정승제 #공부법 | #티처스 4 회,1510319,9999,채널A WORLD,2023-11-29T13:00:38Z
[#티처스] ＂학원 전부 끊으세요!＂ 사교육 강요하는 부모에 승제T 특단의 조치♨ 솔루션의 결과는? | 성적을 부탁해 티처스 21 회,594995,3028,채널아하: 채널A Health & Asset,2024-08-12T12:45:20Z
[#티처스 외전] 내말이 맞다이👊🏻 | 11월 5일 저녁 7시 50분 채널A 첫 방송,1230948,13088,play 채널A,2023-10-19T03:11:15Z
생선님 눈에서 꿀 떨어져요★ 초격차 1등 솔루션! '승제T를 이겨라'   | 성적을 부탁해 티처스 20 회,264068,1161,play 채널A,2024-08-05T11:25:28Z
[#톡쏘능] 시험범위 착각한 학생의 뒤늦은 고백😢 눈물 뚝! 조정식 쌤이 알려주는 7일의 전사 벼락치기 꿀팁💥 | #티처스 3회,1712437,12773,채널에이드: 채널A Drama & Enjoy,2023-11-21T09:00:22Z
극대노♨한 정식T! 솔루션 중단에 자진하차 선언까지?! | [Re: open] 성적을 부탁해 티처스 17회,355548,2676,play 채널A,2024-07-14T12:32:43Z
[티저] ♨지옥에서 올라온 수능 경력직♨ 입시 산전수전을 겪은 5수생 미미미누의 맞춤형 전략은? | 성적을 부탁해 티처스 15 회,408920,5573,play 채널A,2024-06-05T03:03:42Z
"정승제쌤, 근의 공식 아세요? #티처스 #퀴즈쇼 #썸머티처스쿨",372293,10852,play 채널A,2024-06-18T10:00:23Z
공부 습관도 완벽💯 우등생 도전학생의 수학 허점💡 성적이 안 올랐던 이유는? #정승제 #티처스 | 성적을 부탁해 티처스 4 회,467170,3197,play 채널A,2023-11-27T11:01:19Z
시험지부터 차원이 다르다?! 학군지 이사 선배(?)의 현실적인 조언 | 성적을 부탁해 티처스 20 회,131881,490,play 채널A,2024-08-05T11:14:19Z
티처스 최초 솔루션 중도 포기? 도전학생의 무단결석에 머리끝까지 화난 정승제! #자퇴 #티처스 | 성적을 부탁해 티처스 5 회,576098,3755,play 채널A,2023-12-04T11:20:39Z
[예고] 한 학년이 4명?! 공부 스트레스 극심한 시골 전교 1등 중3! | 성적을 부탁해 티처스 22 회,59033,223,play 채널A,2024-08-11T12:39:25Z
[선공개] 학업에 관심 없는 시골 부모?! 학원 없는 환경이 답답한 딸ㅠㅠ | 성적을 부탁해 티처스 22 회,80819,374,play 채널A,2024-08-17T10:57:33Z
[#방과후보충수업 미방분] 지금 중3이라면 주목! 2028 대입 개편안 미미미누가 다~ 알려드립니다! | [Re: open] 성적을 부탁해 티처스 15회,269783,2576,play 채널A,2024-06-30T12:47:34Z
[선공개] ＂문제가 길면 안 푼다...＂ 사고력 비상인 도전학생의 수학 실력은?! | 성적을 부탁해 티처스 21 회,98400,516,play 채널A,2024-08-10T10:59:15Z
[#톡쏘능] 역대급 노베이스 하위 4% 재수생💥 50일 만에 수학 8등급에서 5등급 가능할까? | [Re: open] 성적을 부탁해 티처스 16회,237630,1891,채널에이드: 채널A Drama & Enjoy,2024-07-10T09:00:28Z
"[#티처스요약본] ""차라리 책을 더 읽히세요"" 엄마의 과도한 선행 학습에 조정식 팩폭♨ | 티처스 8회",395997,1926,play 채널A,2024-05-03T08:00:24Z
즉석 모의 면접 개최! 언론 3사 올 패스 현무의 면접 코칭 | 성적을 부탁해 티처스 13 회,121191,1050,play 채널A,2024-01-29T11:34:24Z
[선공개] 의대를 목표 학생 등장!! 승제와 정식의 솔루션이 엇갈린 이유는?? | 성적을 부탁해 티처스 23 회,99016,570,play 채널A,2024-08-24T10:59:36Z
"[#톡쏘능] ⭐수능 화이팅⭐ ""이런 학생 처음 봐요"" 일타 강사 정승제를 울린 전교 꼴등⚡ 아무리 공부해도 성적이 오르지 않는 이유는?! #정승제 | #티처스 2회",3160975,24843,채널에이드: 채널A Drama & Enjoy,2023-11-15T09:00:40Z
문제는 분명 다 맞췄는데 해석도 못한다??! 야구선수 출신 공부 신생아의 도전! | [Re: open] 성적을 부탁해 티처스 17회,29866,149,play 채널A,2024-07-19T08:00:14Z
공부 1개월 차 노베이스 재수생의 사연! | [Re: open] 성적을 부탁해 티처스 16회,256849,1643,play 채널A,2024-07-07T12:35:41Z
[#밥친구] 90%의 덫에 빠진 수학 4등급 탈북 소녀🔥 솔루션 중 정승제가 폭발한 이유는?🤬 | #티처스 9 회,500392,3332,채널A WORLD,2024-01-03T13:00:23Z
[#밥친구] 예중 중도 포기?! 미술에 푹 빠진 도전학생이 일반고에 진학한 이유 | #티처스 10 회,1177500,8101,채널A WORLD,2024-01-10T13:00:33Z
새벽 4시 반에 공부하는 중3 도전학생! | [Re: open] 성적을 부탁해 티처스 18회,28545,187,play 채널A,2024-07-22T12:24:38Z
[예고] 정시 올인 vs 무조건 수시! 암 투병 중인 아빠를 살리기 위해 의대에 가야만 하는 도전학생 | 성적을 부탁해 티처스 23 회,66371,326,play 채널A,2024-08-18T12:44:12Z
모르는 문제는 끝까지 물고 늘어진다! 학원 다닌 적 없는 도전학생 | [Re: open] 성적을 부탁해 티처스 18회,189730,789,play 채널A,2024-07-22T12:27:27Z
[#방과후보충수업 미방분] 과학 장풍쌤이 알려주는 과목별 잘하는 학생 특징은? | [Re: open] 성적을 부탁해 티처스 18회,86334,528,play 채널A,2024-07-21T12:29:16Z
[#톡쏘능] 🚨쌤이 태블릿PC사줄게! 정승제가 공약까지 건 전교 회장의 수학 만점 프로젝트💥 | #티처스 4회,1185594,7945,채널에이드: 채널A Drama & Enjoy,2023-11-28T09:00:36Z
[#밥친구] 바둑에 올인했던 중학교 시절! 현실판 공부 미생?! 새 인생 도전하는 ADHD 고1 😮 | [Re: open] 성적을 부탁해 티처스 19회,179211,1120,채널A WORLD,2024-08-04T13:00:22Z
[선공개] 한 과목도 3등급 안에 든 과목이 없다?! 미미미누의 추측은 맞을까? | [Re: open] 성적을 부탁해 티처스 16회,274827,2538,play 채널A,2024-07-06T10:57:28Z
[#밥친구] 의대 가면 병원은 나의 것?! 맹목적인 사교육에 혼자 생각하는 법을 잊은 도전학생 😯 | 성적을 부탁해 티처스 21회,29280,208,채널A WORLD,2024-08-18T13:00:10Z
위기의 솔루션! 긴급 면담으로 자기주도학습 설득에 직접 나선 승제T | 성적을 부탁해 티처스 21 회,81996,338,play 채널A,2024-08-12T12:41:57Z
[#방과후보충수업] 무지성 단어장 암기? 절대 NO🔥 영단어는 📌의미 확장법📌으로 외우세요 | 성적을 부탁해 티처스 1 회,283505,3449,play 채널A,2023-11-05T12:18:25Z
"[#톡쏘능] ⭐수능 화이팅⭐ ""이런 학생 처음 봐요"" 일타 강사 정승제를 울린 전교 꼴등⚡ 아무리 공부해도 성적이 오르지 않는 이유는?! #정승제 | #티처스 2회",3160975,24843,채널에이드: 채널A Drama & Enjoy,2023-11-15T09:00:40Z
[#방과후보충수업 미방분] 과학 장풍쌤이 알려주는 과목별 잘하는 학생 특징은? | [Re: open] 성적을 부탁해 티처스 18회,86334,528,play 채널A,2024-07-21T12:29:16Z
[선공개] 한 과목도 3등급 안에 든 과목이 없다?! 미미미누의 추측은 맞을까? | [Re: open] 성적을 부탁해 티처스 16회,274827,2538,play 채널A,2024-07-06T10:57:28Z
[#방과후보충수업 미방분] 단어만 보고 문제 풀이 중(?) 정식T가 알려주는 문장구조♨ | 성적을 부탁해 티처스 24 회,48373,198,play 채널A,2024-09-01T12:34:33Z
[예고] 정시 올인 vs 무조건 수시! 암 투병 중인 아빠를 살리기 위해 의대에 가야만 하는 도전학생 | 성적을 부탁해 티처스 23 회,66371,326,play 채널A,2024-08-18T12:44:12Z
공부 1개월 차 노베이스 재수생의 사연! | [Re: open] 성적을 부탁해 티처스 16회,256849,1643,play 채널A,2024-07-07T12:35:41Z
[#밥친구] 영어 11점 사춘기 아들이 걱정스러운 영어학원 원장 엄마💦 인정받고 싶었던 도전학생의 이야기 #영포자 | #티처스 6 회,1300790,11354,채널A WORLD,2023-12-13T13:00:40Z
#티처스 #조정식 l 240630 대면팬싸 l 6모 영어 망했어도 조정식 탈덕이란 없다,129153,2320,play 채널A,2024-06-11T10:10:00Z
※긴장※ 정식T 혼 쏙 빼놓는 시험 결과! 극상위권 진입에 성공했을까? | 성적을 부탁해 티처스 23 회,57898,272,play 채널A,2024-08-26T11:26:19Z
[티저]  🔥참가자 모집🔥 공부 마스터 정승제와 함께하는 끝판왕 에듀 예능 | 성적을 부탁해 : 티처스,20495,172,play 채널A,2023-07-27T11:03:52Z
※경악※ 이해는 못 하는데 정답은 맞히는 도전학생! | [Re: open] 성적을 부탁해 티처스 17회,114201,562,play 채널A,2024-07-15T11:24:33Z
[#티처스] 장풍T의 과학고 면접 솔루션은 ★키워드★ 과학 천재 도전학생은 과학고에 갈 수 있을까? | 성적을 부탁해 티처스 18 회,563318,3859,채널아하: 채널A Health & Asset,2024-07-22T11:45:24Z
[#티처스] 고입 전 불안한 중학생 주목★ 승제T의 수학 만점 솔루션! ＂생각하면서 풀어라＂ | 성적을 부탁해 티처스 24 회,74304,442,채널아하: 채널A Health & Asset,2024-09-02T11:16:36Z
새벽 4시 반에 공부하는 중3 도전학생! | [Re: open] 성적을 부탁해 티처스 18회,28545,187,play 채널A,2024-07-22T12:24:38Z
//재수생 공감// 음소거 생활이 익숙한 재종반 라이프! | [Re: open] 성적을 부탁해 티처스 16회,60484,310,play 채널A,2024-07-08T11:11:14Z
[#방과후보충수업] 무지성 단어장 암기? 절대 NO🔥 영단어는 📌의미 확장법📌으로 외우세요 | 성적을 부탁해 티처스 1 회,283505,3449,play 채널A,2023-11-05T12:18:25Z
조정식이 인정한 영단어 암기법 #티처스,2908040,58275,play 채널A,2024-04-26T08:00:01Z
치열한 대학 입시에서 살아남은 1등 엄마들의 솔직한 이야기ㅣ성적을 부탁해 티처스 #입시맘,15111,86,play 채널A,2024-09-03T10:00:39Z
도전학생의 허점을 100% 파악한 티처스의 솔루션! 사소한 디테일이 차이를 만든다♨ #공부법 #티처스 | 성적을 부탁해 티처스 7 회,521439,3718,play 채널A,2023-12-18T11:32:29Z
역대 공부 스트레스 가장 높은 도전학생의 등장! 시골 전교 1등 중3이 불안한 이유 | 성적을 부탁해 티처스 22 회,115171,669,play 채널A,2024-08-18T12:40:44Z
[예고] ＂안 바뀌면 포기한다?＂ 지나친 사교육으로 망가진 도전학생?! 승제T의 솔루션 중단 선언 | 성적을 부탁해 티처스 21 회,79407,291,play 채널A,2024-08-05T06:34:32Z
[#톡쏘능] ♥나한테 뽀뽀한 학생은 네가 처음이야♥ 일타강사 조정식에게 뽀뽀한 의대 지망생?! | #티처스 7회,535937,5623,채널에이드: 채널A Drama & Enjoy,2023-12-19T09:00:37Z
5살 때부터 나는 알파벳을 했지~ 학군지 입성이 최대 고민이라는 천재 중2 소녀! | 성적을 부탁해 티처스 20 회,25043,129,play 채널A,2024-08-05T10:58:26Z
[#티처스] 엄마가 없으면 불안한 ADHD 학생의 힘겨운 영어 80점 도전기! 결과에 눈물 흘린 조정식(ㅠㅠ)  |  [Re: open]  성적을 부탁해 티처스 19 회,222991,1765,채널아하: 채널A Health & Asset,2024-07-29T11:28:36Z
[#티처스요약본] 전국 상위 1% 연년생 오빠의 충고에 결국 터져버린 눈물💧 | 티처스 12회,288238,1550,play 채널A,2024-06-02T08:00:20Z
[#방과후보충수업 미방분] 09년생 예비 고1은 주목! 물화생지 다~ 잘해야 하는 통합과학 꿀팁은? | [Re: open] 성적을 부탁해 티처스 18회,79045,440,play 채널A,2024-07-21T13:04:02Z
※학부모 주목※ 책상만 봐도 성적이 나온다?! 공부방 따로 수면방 따로인 전교 회장! | [Re: open] 성적을 부탁해 티처스 15회,88487,473,play 채널A,2024-07-01T11:09:23Z
책 안 읽어서 국어 못 한다고?! 일침 날리는 명지희 | [Re: open] 성적을 부탁해 티처스 19회,34371,183,play 채널A,2024-07-29T10:59:35Z
티처스 사상 최고난도 수학 시험지?! 더 문제인 것은... 도전학생의 학습 상태! | 성적을 부탁해 티처스 21 회,105273,430,play 채널A,2024-08-12T11:35:28Z
뉴페이스 미미미누와 함께 다시 돌아온 티처스! | [Re: open] 성적을 부탁해 티처스 15회,71584,508,play 채널A,2024-07-01T11:05:58Z
[#티처스] 정식T의 분노 대폭발! 먼저 포기하는 학생 태도에 사상 최초 솔루션 중단♨ | 성적을 부탁해 티처스 17 회,91946,657,채널아하: 채널A Health & Asset,2024-07-15T11:14:15Z
To. 고생한 너희들에게 (feat. 공부기 수능 부적) | 성적을 부탁해 티처스📖,217991,2182,play 채널A,2023-11-15T05:02:50Z
새벽 5시 취침은 기본! 시골에서 대입 준비하는 고등학생의 현실 | 성적을 부탁해 티처스 22 회,31269,87,play 채널A,2024-08-19T11:37:36Z
[#티처스] 엄마 없으면 공부를 못 하는 고1!? 정식T의 특단의 솔루션★ 눈물의 결과는? | [Re: open] 성적을 부탁해 티처스 19회,31228,186,채널아하: 채널A Health & Asset,2024-07-28T12:33:13Z
2025수능 대비 일타강사 수업 공개 ㅣ#티처스 6월 30일 첫 방송,191988,2146,play 채널A,2024-06-24T10:00:41Z
아빠의 암이 자신의 탓이라며 자책하는 도전학생 (ㅠㅠ) 의대를 포기하지 못하는 이유  | 성적을 부탁해 티처스 23 회,114655,595,play 채널A,2024-08-25T12:30:25Z
"[#티처스요약본] ""공부를 시키지 마세요!"" 공부량 많은 학생에 냉정한 조정식의 반응 | 티처스 13회",242158,1360,play 채널A,2024-06-07T08:00:21Z
[#방과후보충수업 미방분] 많은 수험생을 재수각 서게 만들었던 2024 수능 고전 수필 완벽 풀이 | [Re: open] 성적을 부탁해 티처스 19회,53816,319,play 채널A,2024-07-28T12:59:11Z
역대급 팩폭 날리는 티처스 군단! 순공 500시간의 허수 | [Re: open] 성적을 부탁해 티처스 17회,192185,1057,play 채널A,2024-07-14T12:36:09Z
[#방과후보충수업] '순공'의 뜻은 무엇일까요? 공부 관련 신조어 QUIZ TIME! | 성적을 부탁해 티처스 5 회,263259,1397,play 채널A,2023-12-03T12:52:59Z
[티저] ＂점수 안 나오면 은퇴할 거야＂ 정승제의 은퇴 선언?! 티처스 30일의 기적을 담은 우리들의 공부 기록 | 성적을 부탁해 티처스 15 회,260605,2275,play 채널A,2024-06-17T10:22:56Z
수능 수학 1번밖에 못 푸는 수포자! 단 50일만에 기적을 보여줄 수 있을까?? | [Re: open] 성적을 부탁해 티처스 16회,31736,123,play 채널A,2024-07-12T08:00:31Z
티처스 최초 육군 소령 가족♨ 갓반고 꿈꾸는 군수저 중3 딸 | 성적을 부탁해 티처스 24 회,29283,100,play 채널A,2024-09-01T11:20:00Z
[예고] 전국 50등 바둑 유망주에서 공부 새내기! 그런데... 혼자 있기가 무섭다?! | [Re: open] 성적을 부탁해 티처스 19회,78832,374,play 채널A,2024-07-21T12:23:31Z
이번 학기 공부법은 이거다 #티처스,20472,337,play 채널A,2024-09-02T10:00:46Z
[#방과후보충수업 미방분] ※절대※ 단어만 암기하지 마세요! 영단어 예문 공부가 중요한 이유 | [Re: open] 성적을 부탁해 티처스 16회,60152,470,play 채널A,2024-07-07T12:28:31Z
